question_id,video_id,video_url,question,answer,option_0,option_1,option_2,option_3,option_4,correct_answer,movie_title,movie_caption,movie_synopsis
DrwubkQ6Htw_04,DrwubkQ6Htw,https://www.youtube.com/watch?v=DrwubkQ6Htw,Are the specific reasons for Ashley's second thoughts about marrying Jesse mentioned in the synopsis?,"No, specific reasons are not mentioned.","Yes, Ashley is unsure due to financial concerns.","No, specific reasons are not mentioned.","No, Ashley's second thoughts are purely fictional.","No, Ashley is secretly in love with someone else.","Yes, Ashley fears Jesse's family disapproves of her.",1,JESSE'S GIRL,"A woman gets cold feet at her bridal shower, then tries to avoid a future of regret.","Ashley is having her bridal shower, complete with party games and a motley assortment of guests. But as the small celebration gets underway, it becomes clear that she's having second thoughts about getting married.
She must confront her deep ambivalence about her fiance Jesse, and when faced with the cold reality of future matrimony to him, must decide to take drastic action -- though the runaway train of marriage may have already left the station."
DrwubkQ6Htw_08,DrwubkQ6Htw,https://www.youtube.com/watch?v=DrwubkQ6Htw,Does the synopsis indicate that Ashley successfully confronts Jesse about her feelings?,"No, it does not mention a confrontation with Jesse.","No, Jesse overhears Ashley's doubts accidentally.","Yes, Ashley shares her doubts with Jesse openly.","No, it does not mention a confrontation with Jesse.","Yes, Ashley breaks up with Jesse before the wedding.","No, Ashley decides to keep her feelings hidden.",2,JESSE'S GIRL,"A woman gets cold feet at her bridal shower, then tries to avoid a future of regret.","Ashley is having her bridal shower, complete with party games and a motley assortment of guests. But as the small celebration gets underway, it becomes clear that she's having second thoughts about getting married.
She must confront her deep ambivalence about her fiance Jesse, and when faced with the cold reality of future matrimony to him, must decide to take drastic action -- though the runaway train of marriage may have already left the station."
E-ppJsZo--o_02,E-ppJsZo--o,https://www.youtube.com/watch?v=E-ppJsZo--o,How is the protagonist's workplace described?,Dysfunctional with offbeat co-workers and a temperamental boss.,Harmonious with distant co-workers and a kind boss.,Productive with competitive co-workers and an absent boss.,Organized with supportive co-workers and a laid-back boss.,Chaotic with secretive co-workers and a micromanaging boss.,Dysfunctional with offbeat co-workers and a temperamental boss.,4,POPEYE THE PIZZA MAN,A directionally challenged pizza man delivers a helping to the wrong guy at the right time.,"A pizza delivery man with a poor sense of direction toils at his dysfunctional workplace, dealing with offbeat co-workers and a temperamental boss.
In the middle of it, he makes a delivery to a wrong address -- and what he finds there compels him to stay, even if it costs him his job."
E7J5-ABuU3E_00,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,What is Molly's profession?,Molly is a videographer.,Molly is a videographer.,Molly is a journalist.,Molly is a musician.,Molly is a painter.,Molly is a photographer.,0,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
E7J5-ABuU3E_01,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,Why were Molly and Ben hired?,They were hired to shoot a video at a child's birthday party.,They were hired to shoot a video at a child's birthday party.,They were hired to play music at the party.,They were hired to entertain the kids with magic tricks.,They were hired to decorate the party venue.,They were hired to cater the party.,0,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
E7J5-ABuU3E_02,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,How does Molly feel about the party upon setting up?,Molly feels that the party is not a standard birthday celebration and finds the atmosphere awkward and tense.,Molly feels bored and uninterested in the party setup.,Molly feels excited and thrilled about the party atmosphere.,Molly feels welcomed and relaxed at the party location.,Molly feels that the party is not a standard birthday celebration and finds the atmosphere awkward and tense.,Molly feels confused but intrigued by the party setup.,3,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
E7J5-ABuU3E_03,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,Who is celebrating their birthday in the movie?,"Kens, an 11-year-old child, is celebrating their birthday.","Kens, an 11-year-old child, is celebrating their birthday.","Ethan, a 12-year-old child, is celebrating their birthday.","Sophie, a 9-year-old child, is celebrating their birthday.","Ava, a 10-year-old child, is celebrating their birthday.","Liam, a 7-year-old child, is celebrating their birthday.",0,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
E7J5-ABuU3E_04,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,What is the relationship between Gloria and Chester to Kens?,Gloria and Chester are Kens' parents.,Gloria and Chester are Kens' neighbors.,Gloria and Chester are Kens' relatives.,Gloria and Chester are Kens' parents.,Gloria and Chester are Kens' teachers.,Gloria and Chester are Kens' family friends.,2,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
E7J5-ABuU3E_05,E7J5-ABuU3E,https://www.youtube.com/watch?v=E7J5-ABuU3E,How do Gloria and Chester appear to be feeling about the party?,They are eager but anxious about the party.,They are overwhelmed and stressed by the party.,They are distrustful and annoyed by the party.,They are hesitant but excited about the party.,They are carefree and indifferent to the party.,They are eager but anxious about the party.,4,THE PARTY JOB,A young woman is hired to shoot a video for a child's birthday. The reason for the party is absurd.,"Molly is a videographer hired with her co-worker Ben to capture the action at a kid's party. The party is for 11-year-old Kens, thrown by eager but anxious parents Gloria and Chester. But as Molly sets up and tries to figure out what to shoot, she realizes that this party isn't a standard birthday party at all.
But what it is, she can't quite figure out, though she knows things are awkward and tense. It's only when she finally gets to talk to Kens that she realizes exactly what is going on -- and how it's affecting the silent young child at the center of it all."
ED2RQPqg1AA_07,ED2RQPqg1AA,https://www.youtube.com/watch?v=ED2RQPqg1AA,How does the movie categorize Walter Potter's taxidermy skills?,"As the work of a quirky, amateur taxidermist.","As the craft of a mainstream, professional taxidermist.","As the career of an eccentric, legendary taxidermist.","As the hobby of a meticulous, seasoned taxidermist.","As the work of a quirky, amateur taxidermist.","As the profession of a renowned, expert taxidermist.",3,WALTER POTTER: THE MAN WHO MARRIED KITTENS,"The curious world of a quirky, amateur taxidermist.","Walter Potter was a Victorian-age taxidermist from Sussex, England, who created a ""museum"" of remarkably creative, whimsical and unsettled dioramas of his work."
ED2RQPqg1AA_08,ED2RQPqg1AA,https://www.youtube.com/watch?v=ED2RQPqg1AA,What does the movie suggest about Walter Potter's museum?,That it was a collection of creative and whimsical taxidermy dioramas.,That it was a library of antique literary manuscripts.,That it was a collection of creative and whimsical taxidermy dioramas.,That it was a gallery of abstract modern paintings.,That it was a showroom of vintage automobile models.,That it was an archive of rare botanical specimens.,1,WALTER POTTER: THE MAN WHO MARRIED KITTENS,"The curious world of a quirky, amateur taxidermist.","Walter Potter was a Victorian-age taxidermist from Sussex, England, who created a ""museum"" of remarkably creative, whimsical and unsettled dioramas of his work."
ED2RQPqg1AA_09,ED2RQPqg1AA,https://www.youtube.com/watch?v=ED2RQPqg1AA,How does the movie present Walter Potter's personality or profession through its title?,"By highlighting his unconventional choice of subjects, as implied in ""The Man Who Married Kittens.""",By emphasizing his dedication to traditional craftsmanship.,"By highlighting his unconventional choice of subjects, as implied in ""The Man Who Married Kittens.""",By glorifying his passion for Renaissance artistry.,By celebrating his expertise in 18th-century restoration techniques.,By showcasing his interest in contemporary art movements.,1,WALTER POTTER: THE MAN WHO MARRIED KITTENS,"The curious world of a quirky, amateur taxidermist.","Walter Potter was a Victorian-age taxidermist from Sussex, England, who created a ""museum"" of remarkably creative, whimsical and unsettled dioramas of his work."
EPfq2IxWyAs_00,EPfq2IxWyAs,https://www.youtube.com/watch?v=EPfq2IxWyAs,what is the central theme ?,A young woman falling in love with a guest staying at her home.,The bond between two sisters during a challenging time.,The guest's secret past unraveling at the vacation home.,The unexpected reunion of childhood friends at the vacation home.,A mysterious disappearance of a family member at the vacation home.,A young woman falling in love with a guest staying at her home.,4,WHEN THIS ALL ENDS,Two sisters watch a guest stay at their family's home -- and talk about the lives they could have led.,"A listless writer has arrived at a vacation home in upstate New York, in hopes of igniting a creative spark and getting some work done on a project. The home isn't his: it belongs to another family, including two sisters, Tess and Gia, who watch as James settles in for his mini-retreat.
As James procrastinates, watches TV and occasionally pecks away at his computer, romantic Tess begins to fall in love with him. But Gia has seen it all before and must remind her sister why there's no chance of success when it comes to romance. And in doing so, they pontificate on the lives they could have led if things were different and slowly come to accept the truth of what's in front of them."
EPfq2IxWyAs_01,EPfq2IxWyAs,https://www.youtube.com/watch?v=EPfq2IxWyAs,what significant action does the sister take ?,The sister steps in after her sibling falls for a guest.,The sister reveals a family secret to the guest.,The sister initiates a romantic relationship with the guest.,The sister confronts the guest about his true identity.,The sister steps in after her sibling falls for a guest.,The sister warns the guest about her sister's intentions.,3,WHEN THIS ALL ENDS,Two sisters watch a guest stay at their family's home -- and talk about the lives they could have led.,"A listless writer has arrived at a vacation home in upstate New York, in hopes of igniting a creative spark and getting some work done on a project. The home isn't his: it belongs to another family, including two sisters, Tess and Gia, who watch as James settles in for his mini-retreat.
As James procrastinates, watches TV and occasionally pecks away at his computer, romantic Tess begins to fall in love with him. But Gia has seen it all before and must remind her sister why there's no chance of success when it comes to romance. And in doing so, they pontificate on the lives they could have led if things were different and slowly come to accept the truth of what's in front of them."
EPfq2IxWyAs_02,EPfq2IxWyAs,https://www.youtube.com/watch?v=EPfq2IxWyAs,who falls in love ?,A young woman falls in love with a guest.,A young woman falls in love with a guest.,The guest falls in love with the vacation home's history.,The sisters fall in love with the same person.,The writer falls in love with the idea of a new book.,The guest falls in love with a local artist.,0,WHEN THIS ALL ENDS,Two sisters watch a guest stay at their family's home -- and talk about the lives they could have led.,"A listless writer has arrived at a vacation home in upstate New York, in hopes of igniting a creative spark and getting some work done on a project. The home isn't his: it belongs to another family, including two sisters, Tess and Gia, who watch as James settles in for his mini-retreat.
As James procrastinates, watches TV and occasionally pecks away at his computer, romantic Tess begins to fall in love with him. But Gia has seen it all before and must remind her sister why there's no chance of success when it comes to romance. And in doing so, they pontificate on the lives they could have led if things were different and slowly come to accept the truth of what's in front of them."
EPfq2IxWyAs_03,EPfq2IxWyAs,https://www.youtube.com/watch?v=EPfq2IxWyAs,what relationship does the protagonist have with the person she falls in love with ?,The protagonist and the person she falls in love with are host and guest.,The protagonist and the person she falls in love with are host and guest.,The protagonist and the person she falls in love with are former classmates.,The protagonist and the person she falls in love with are secret siblings.,The protagonist and the person she falls in love with are business partners.,The protagonist and the person she falls in love with are long-lost lovers.,0,WHEN THIS ALL ENDS,Two sisters watch a guest stay at their family's home -- and talk about the lives they could have led.,"A listless writer has arrived at a vacation home in upstate New York, in hopes of igniting a creative spark and getting some work done on a project. The home isn't his: it belongs to another family, including two sisters, Tess and Gia, who watch as James settles in for his mini-retreat.
As James procrastinates, watches TV and occasionally pecks away at his computer, romantic Tess begins to fall in love with him. But Gia has seen it all before and must remind her sister why there's no chance of success when it comes to romance. And in doing so, they pontificate on the lives they could have led if things were different and slowly come to accept the truth of what's in front of them."
EPfq2IxWyAs_04,EPfq2IxWyAs,https://www.youtube.com/watch?v=EPfq2IxWyAs,how does the sister's involvement affect the story ?,The information provided does not specify the consequences of the sister stepping in.,The information provided does not specify the consequences of the sister stepping in.,The sister's involvement deepens the bond between the sisters.,The sister's involvement sparks a conflict between the two siblings.,The sister's involvement leads to a tragic accident at the vacation home.,The sister's involvement results in the guest leaving abruptly.,0,WHEN THIS ALL ENDS,Two sisters watch a guest stay at their family's home -- and talk about the lives they could have led.,"A listless writer has arrived at a vacation home in upstate New York, in hopes of igniting a creative spark and getting some work done on a project. The home isn't his: it belongs to another family, including two sisters, Tess and Gia, who watch as James settles in for his mini-retreat.
As James procrastinates, watches TV and occasionally pecks away at his computer, romantic Tess begins to fall in love with him. But Gia has seen it all before and must remind her sister why there's no chance of success when it comes to romance. And in doing so, they pontificate on the lives they could have led if things were different and slowly come to accept the truth of what's in front of them."
ETNxd100Su8_00,ETNxd100Su8,https://www.youtube.com/watch?v=ETNxd100Su8,What affliction does Kate begin to experience on her wrist?,Kate experiences a strange skin affliction where a spot on her wrist begins to itch and turn red.,Kate discovers a USB port on her ankle.,"Kate's friend, Sarah, shows symptoms of the strange affliction on her wrist.",Kate's neck develops a similar USB port.,Kate experiences a strange skin affliction where a spot on her wrist begins to itch and turn red.,Kate starts seeing strange symbols appearing on her wrist.,3,EJECT,A woman discovers a USB port in her arm that can change herself for the better.,"Kate is a young woman with a strange skin affliction, with a spot on her wrist beginning to itch and turn red. As the raw wound begins to fester, she discovers that a USB port has grown inside of her.
Curious about her new appendage, she plugs into it and discovers a netherworld filled with memory and knowledge. She soon realizes that she can change and improve herself rapidly, not to mention delete unwanted parts of her past. Enabled by her new organ, she plugs into all kinds of skills and information and changes herself in ways she never could imagine. But that ease and rapidity come at a considerable cost."
ETNxd100Su8_01,ETNxd100Su8,https://www.youtube.com/watch?v=ETNxd100Su8,What unusual discovery does Kate make on her wrist?,Kate discovers a USB port that has grown inside of her wrist.,Kate discovers a USB port that has grown inside of her wrist.,Kate stumbles upon a Bluetooth connector on her arm.,Kate finds a hidden key under her skin.,Kate detects a barcode scanner on her forearm.,Kate uncovers a microchip implanted in her palm.,0,EJECT,A woman discovers a USB port in her arm that can change herself for the better.,"Kate is a young woman with a strange skin affliction, with a spot on her wrist beginning to itch and turn red. As the raw wound begins to fester, she discovers that a USB port has grown inside of her.
Curious about her new appendage, she plugs into it and discovers a netherworld filled with memory and knowledge. She soon realizes that she can change and improve herself rapidly, not to mention delete unwanted parts of her past. Enabled by her new organ, she plugs into all kinds of skills and information and changes herself in ways she never could imagine. But that ease and rapidity come at a considerable cost."
ETNxd100Su8_04,ETNxd100Su8,https://www.youtube.com/watch?v=ETNxd100Su8,What does Kate use her new USB port for?,Kate uses her new USB port to plug into all kinds of skills and information to change herself.,Kate uses the USB port to travel back in time and alter past events.,Kate uses the USB port to communicate with parallel universes.,Kate uses her new USB port to plug into all kinds of skills and information to change herself.,Kate uses the USB port for monetary gain by hacking into bank accounts.,Kate uses the USB port solely for entertainment purposes.,2,EJECT,A woman discovers a USB port in her arm that can change herself for the better.,"Kate is a young woman with a strange skin affliction, with a spot on her wrist beginning to itch and turn red. As the raw wound begins to fester, she discovers that a USB port has grown inside of her.
Curious about her new appendage, she plugs into it and discovers a netherworld filled with memory and knowledge. She soon realizes that she can change and improve herself rapidly, not to mention delete unwanted parts of her past. Enabled by her new organ, she plugs into all kinds of skills and information and changes herself in ways she never could imagine. But that ease and rapidity come at a considerable cost."
EVOqMf4fqZg_00,EVOqMf4fqZg,https://www.youtube.com/watch?v=EVOqMf4fqZg,how old is jessica when the story  unfolds?,Jessica is 42 years old.,Jessica is 42 years old.,Jessica is 39 years old.,Jessica is 50 years old.,Jessica is 38 years old.,Jessica is 45 years old.,0,HERE IS NOW,A woman struggles to leave her husband the day he surprises her with a birthday party.,"Jessica has just turned 42 and is grappling with overwhelming emotions and despondency, not to mention her deteriorating marriage.
Her husband Michael throws her a surprise birthday party as a way to smooth things over, but it only adds to Jessica's confusion, leading to an internal reckoning with her own feelings about the marriage -- and the past memories that she can't quite let go of."
EVOqMf4fqZg_01,EVOqMf4fqZg,https://www.youtube.com/watch?v=EVOqMf4fqZg,What significant event does Michael organize for Jessica?,Michael throws Jessica a surprise birthday party.,Michael organizes a work-related award ceremony for Jessica.,Michael sets up a surprise anniversary dinner for Jessica.,Michael arranges a family reunion for Jessica.,Michael plans a romantic vacation for Jessica.,Michael throws Jessica a surprise birthday party.,4,HERE IS NOW,A woman struggles to leave her husband the day he surprises her with a birthday party.,"Jessica has just turned 42 and is grappling with overwhelming emotions and despondency, not to mention her deteriorating marriage.
Her husband Michael throws her a surprise birthday party as a way to smooth things over, but it only adds to Jessica's confusion, leading to an internal reckoning with her own feelings about the marriage -- and the past memories that she can't quite let go of."
EVOqMf4fqZg_03,EVOqMf4fqZg,https://www.youtube.com/watch?v=EVOqMf4fqZg,How does Jessica feel about the surprise birthday party?,The surprise birthday party adds to Jessica's confusion.,Jessica is indifferent and unaffected by the party.,The surprise birthday party adds to Jessica's confusion.,Jessica feels deeply grateful and touched by the party.,Jessica is overcome with joy and excitement at the party.,Jessica is furious and storms out of the party.,1,HERE IS NOW,A woman struggles to leave her husband the day he surprises her with a birthday party.,"Jessica has just turned 42 and is grappling with overwhelming emotions and despondency, not to mention her deteriorating marriage.
Her husband Michael throws her a surprise birthday party as a way to smooth things over, but it only adds to Jessica's confusion, leading to an internal reckoning with her own feelings about the marriage -- and the past memories that she can't quite let go of."
Emy0C7KP3LE_00,Emy0C7KP3LE,https://www.youtube.com/watch?v=Emy0C7KP3LE,What marks the beginning of the android's final day of his existence?,The android has reached the final day of his existence because he will no longer be useful to his masters.,"An unexpected virus infects the android's system, setting off his final day.",The android has reached the final day of his existence because he will no longer be useful to his masters.,A catastrophic malfunction in the android's programming triggers the final day of his existence.,"The android decides to rebel against his creators, leading to his final day.",The android's encounter with a group of rogue machines accelerates his final day.,1,THE TRAIL'S END,An android has an unexpected encounter that alters the course of his existence.,"An android has reached the final day of his existence, after which he will no longer be useful to his masters. But then he has an unexpected encounter, meeting a beautiful, powerful woman, which changes his sense of who he is and what he can do."
Emy0C7KP3LE_01,Emy0C7KP3LE,https://www.youtube.com/watch?v=Emy0C7KP3LE,"During his final day, who does the android encounter?","The android encounters a beautiful, powerful woman.",A malevolent AI entity confronts the android as his final day approaches.,"The android encounters a beautiful, powerful woman.",The android crosses paths with a mysterious child who holds the key to his survival.,A group of resistance fighters rescues the android on his final day.,The android stumbles upon a hidden enclave of outcast androids during his final day.,1,THE TRAIL'S END,An android has an unexpected encounter that alters the course of his existence.,"An android has reached the final day of his existence, after which he will no longer be useful to his masters. But then he has an unexpected encounter, meeting a beautiful, powerful woman, which changes his sense of who he is and what he can do."
Emy0C7KP3LE_02,Emy0C7KP3LE,https://www.youtube.com/watch?v=Emy0C7KP3LE,How does the encounter with the woman change the android?,It changes his sense of who he is and what he can do.,"The woman offers the android a chance to join a rebellion, sparking doubts about his purpose.",The woman bestows upon the android a new source of power that alters his physical form.,It changes his sense of who he is and what he can do.,The woman brings the android to a forbidden sanctuary that challenges his understanding of reality.,"The woman reveals a shocking truth about the android's origins, reshaping his memories and identity.",2,THE TRAIL'S END,An android has an unexpected encounter that alters the course of his existence.,"An android has reached the final day of his existence, after which he will no longer be useful to his masters. But then he has an unexpected encounter, meeting a beautiful, powerful woman, which changes his sense of who he is and what he can do."
Emy0C7KP3LE_03,Emy0C7KP3LE,https://www.youtube.com/watch?v=Emy0C7KP3LE,What is the main reason the android's masters consider him to be no longer useful?,"The synopsis does not provide a specific reason, only stating that after the final day he will no longer be useful to his masters.",A new generation of android models with superior features displaces the older models like the android.,"The android's advanced capabilities surpass his creators' intentions, rendering him obsolete.","The synopsis does not provide a specific reason, only stating that after the final day he will no longer be useful to his masters.","An unforeseen flaw in the android's design surfaces, causing his masters to seek his replacement.","The android forms emotional bonds with humans, leading to his masters deeming him a liability.",2,THE TRAIL'S END,An android has an unexpected encounter that alters the course of his existence.,"An android has reached the final day of his existence, after which he will no longer be useful to his masters. But then he has an unexpected encounter, meeting a beautiful, powerful woman, which changes his sense of who he is and what he can do."
Er82vz6qJEE_00,Er82vz6qJEE,https://www.youtube.com/watch?v=Er82vz6qJEE,What city does Demi live in?,New York City,San Francisco,Chicago,Miami,New York City,Los Angeles,3,DEMI'S PANIC,A young woman is overcome with fear as a deadly virus spreads around her.,"Demi is a young professional woman living in New York City. She has disturbing dreams, which start to feel all too real when an invisible danger starts spreading throughout the world, causing catastrophic loss.
She turns to her boyfriend Omar for support. But as the world is being battered by an invisible storm, a safe harbor is hard to find."
Er82vz6qJEE_01,Er82vz6qJEE,https://www.youtube.com/watch?v=Er82vz6qJEE,What type of dreams is Demi experiencing?,Disturbing dreams,Lucid dreams,Disturbing dreams,Nightmares,Happy dreams,Vivid dreams,1,DEMI'S PANIC,A young woman is overcome with fear as a deadly virus spreads around her.,"Demi is a young professional woman living in New York City. She has disturbing dreams, which start to feel all too real when an invisible danger starts spreading throughout the world, causing catastrophic loss.
She turns to her boyfriend Omar for support. But as the world is being battered by an invisible storm, a safe harbor is hard to find."
Er82vz6qJEE_03,Er82vz6qJEE,https://www.youtube.com/watch?v=Er82vz6qJEE,Who does Demi turn to for support as the crisis unfolds?,Her boyfriend Omar,Her colleague Alex,Her boyfriend Omar,Her neighbor Jack,Her sister Emily,Her best friend Sarah,1,DEMI'S PANIC,A young woman is overcome with fear as a deadly virus spreads around her.,"Demi is a young professional woman living in New York City. She has disturbing dreams, which start to feel all too real when an invisible danger starts spreading throughout the world, causing catastrophic loss.
She turns to her boyfriend Omar for support. But as the world is being battered by an invisible storm, a safe harbor is hard to find."
Er82vz6qJEE_04,Er82vz6qJEE,https://www.youtube.com/watch?v=Er82vz6qJEE,How is the world described as being affected by the spreading danger?,It is being battered by an invisible storm,It is being battered by an invisible storm,Shaken by earthquakes,Filled with bright light,Covered in mist,Engulfed in darkness,0,DEMI'S PANIC,A young woman is overcome with fear as a deadly virus spreads around her.,"Demi is a young professional woman living in New York City. She has disturbing dreams, which start to feel all too real when an invisible danger starts spreading throughout the world, causing catastrophic loss.
She turns to her boyfriend Omar for support. But as the world is being battered by an invisible storm, a safe harbor is hard to find."
EuF29_Sv81Y_00,EuF29_Sv81Y,https://www.youtube.com/watch?v=EuF29_Sv81Y,Who plan to 'double propose' to their girlfriends in the movie?,James and Mike.,Chris and Jake.,Tom and Mark.,David and Matt.,Adam and Brian.,James and Mike.,4,THE BEACH HOUSE,Two friends plan to 'double propose'. But their girlfriends have a proposal of their own.,"James and Mike are two love-struck friends who have an audaciously romantic plan up their sleeves: they have whisked their girlfriends off to a chic, romantic beach house, where they intend on ""double proposing,"" complete with skywriting.
However, they soon discover that their girlfriends have their own agenda for the weekend, which makes the fellows change their plan... and sets off a contagion or misunderstandings, mishaps and misadventures."
EuF29_Sv81Y_01,EuF29_Sv81Y,https://www.youtube.com/watch?v=EuF29_Sv81Y,Where do James and Mike take their girlfriends for the double proposal?,"To a chic, romantic beach house.",To a luxury yacht party.,To an abandoned lighthouse.,To a bustling city square.,"To a chic, romantic beach house.",To a remote mountain cabin.,3,THE BEACH HOUSE,Two friends plan to 'double propose'. But their girlfriends have a proposal of their own.,"James and Mike are two love-struck friends who have an audaciously romantic plan up their sleeves: they have whisked their girlfriends off to a chic, romantic beach house, where they intend on ""double proposing,"" complete with skywriting.
However, they soon discover that their girlfriends have their own agenda for the weekend, which makes the fellows change their plan... and sets off a contagion or misunderstandings, mishaps and misadventures."
EuF29_Sv81Y_02,EuF29_Sv81Y,https://www.youtube.com/watch?v=EuF29_Sv81Y,How were James and Mike planning to propose to their girlfriends?,With skywriting.,With a flash mob dance.,During a scuba diving adventure.,Through a hidden message in a bottle.,Using a romantic fireworks display.,With skywriting.,4,THE BEACH HOUSE,Two friends plan to 'double propose'. But their girlfriends have a proposal of their own.,"James and Mike are two love-struck friends who have an audaciously romantic plan up their sleeves: they have whisked their girlfriends off to a chic, romantic beach house, where they intend on ""double proposing,"" complete with skywriting.
However, they soon discover that their girlfriends have their own agenda for the weekend, which makes the fellows change their plan... and sets off a contagion or misunderstandings, mishaps and misadventures."
EuF29_Sv81Y_04,EuF29_Sv81Y,https://www.youtube.com/watch?v=EuF29_Sv81Y,What changes James and Mike's original plan for proposing?,Discovering their girlfriends' agenda.,An invasion of seagulls at the beach.,An unexpected storm at the beach house.,A sudden power outage in the area.,A mix-up with the skywriting pilot.,Discovering their girlfriends' agenda.,4,THE BEACH HOUSE,Two friends plan to 'double propose'. But their girlfriends have a proposal of their own.,"James and Mike are two love-struck friends who have an audaciously romantic plan up their sleeves: they have whisked their girlfriends off to a chic, romantic beach house, where they intend on ""double proposing,"" complete with skywriting.
However, they soon discover that their girlfriends have their own agenda for the weekend, which makes the fellows change their plan... and sets off a contagion or misunderstandings, mishaps and misadventures."
Ev0kVB2dXWc_00,Ev0kVB2dXWc,https://www.youtube.com/watch?v=Ev0kVB2dXWc,Why does Lara return to Beirut?,Lara returns to Beirut for her father's funeral.,Lara returns to Beirut for her father's funeral.,Lara returns to Beirut for her mother's birthday celebration.,Lara returns to Beirut for a school reunion.,Lara returns to Beirut for her sister's wedding.,Lara returns to Beirut for a business conference.,0,IN WHITE,A woman returns to Beirut for her father's funeral and faces the traditions she escaped.,"Lara returns to her native Beirut after many years away, on the occasion of her father's funeral. She brings along her ""friend,"" who is revealed to be the fiance she's been hiding, and a nontraditional choice from the one expected from her.
Confronted with the family and memories she left behind, she's forced to face the traditions she's escaped -- and the unconventional future she faces with her future husband."
Ev0kVB2dXWc_01,Ev0kVB2dXWc,https://www.youtube.com/watch?v=Ev0kVB2dXWc,Who does Lara bring with her to Beirut?,"Lara brings along her ""friend,"" who is actually her fiance.","Lara brings along her ""friend,"" who is actually her fiance.",Lara brings along her colleague from work.,Lara brings along her best friend from childhood.,"Lara brings along her cousin, who is a photographer.",Lara brings along her ex-boyfriend as moral support.,0,IN WHITE,A woman returns to Beirut for her father's funeral and faces the traditions she escaped.,"Lara returns to her native Beirut after many years away, on the occasion of her father's funeral. She brings along her ""friend,"" who is revealed to be the fiance she's been hiding, and a nontraditional choice from the one expected from her.
Confronted with the family and memories she left behind, she's forced to face the traditions she's escaped -- and the unconventional future she faces with her future husband."
Ev0kVB2dXWc_02,Ev0kVB2dXWc,https://www.youtube.com/watch?v=Ev0kVB2dXWc,What is significant about the fiance that Lara brings to Beirut?,The fiance is a nontraditional choice that Lara has been hiding.,The fiance is revealed to be a con artist.,The fiance is a childhood friend of Lara's.,The fiance is a nontraditional choice that Lara has been hiding.,The fiance is a famous actor in disguise.,The fiance is a government agent on a secret mission.,2,IN WHITE,A woman returns to Beirut for her father's funeral and faces the traditions she escaped.,"Lara returns to her native Beirut after many years away, on the occasion of her father's funeral. She brings along her ""friend,"" who is revealed to be the fiance she's been hiding, and a nontraditional choice from the one expected from her.
Confronted with the family and memories she left behind, she's forced to face the traditions she's escaped -- and the unconventional future she faces with her future husband."
